-0.039447453	-0.050037064	-0.028833913	0.04646356	-0.0064790794	0.008387258	-0.0051075392	0.007472916	-0.016182624	0.028373064	-0.044743102	0.05007701	-0.014023072	-0.014695943	0.009558376	0.046327326	0.040205717	0.03424533	0.048053965	0.011850074	-0.03224752	0.019621266	-0.052685264	0.039505992	0.05401977	0.035699442	0.025705855	0.036099155	-0.01886335	0.022123365	0.004644628	-0.035582785
-0.039823055	0.00068988727	-0.0278405	0.0450118	0.024256596	0.005905832	0.03525265	0.05389646	-0.0056519224	0.015613323	0.034745958	0.039084516	0.00046955064	-0.02445437	-0.0066743256	-0.040842116	-0.004734904	-0.04394804	0.016132029	0.03271724	-0.0023277318	0.018205386	0.0422016	-0.013219468	-0.026494548	-0.033206966	0.0019882778	-0.0519005	0.0437002	-0.04482825	0.04530283	-0.0064396625
0.047678616	-0.02917644	0.015394729	0.03987638	0.032340128	-0.018557247	-0.023373075	-0.021819267	-0.020443784	-0.0026049085	0.026918791	-0.012720064	0.029992884	-0.0013367231	0.01524069	-0.006528941	0.005939881	0.035559606	0.0054937825	0.050187	0.015513116	0.037364922	0.019121675	0.049626842	-0.013164277	0.026912477	-0.03464483	-0.005623635	-0.008220781	0.026973154	-0.01953345	-0.021946002
0.0013124772	-0.033229336	0.042980455	0.022304637	-0.037327427	-0.03436294	0.041086428	0.010019208	-0.023337122	0.048880313	-0.041668378	-0.01320723	-0.015784038	-0.03487817	-0.032582603	-0.014511289	0.03897276	-0.0151243135	0.032107722	0.032794315	0.009946674	0.040799472	0.042890113	-0.046086725	0.04172338	0.031076213	-0.046433985	-0.029487638	0.035151627	-0.01773467	-0.01934782	-0.0203919
0.025358757	-0.0053212005	0.0011953923	0.024432011	-0.021894688	0.0066896896	-0.011187845	0.03256414	-0.034116007	0.012769177	-0.028297199	0.018678546	0.04398533	0.026486166	0.034880128	0.048875876	-0.0068823625	0.009306883	0.007626547	0.043098476	-0.028388828	0.01339022	-0.0048137	0.041716192	-0.04264534	0.051232856	-0.04418366	-0.028912779	0.043814	0.04225667	0.01221304	-0.028183356
0.033654917	-0.04637788	0.0064996444	0.03215724	0.04716366	-0.028354129	0.002351755	0.035366163	-0.034329146	0.008363477	-0.011575445	-0.023063673	0.014122441	0.022709496	0.01049381	-0.052104667	-0.011551904	0.033023287	-0.033497635	-0.018474896	-0.018947834	0.038862284	-0.052706722	0.0007987149	0.055867393	-0.03490567	-0.025967037	-0.039723385	-0.0055270065	0.028925154	0.0346572	-0.04462646
-0.034450058	-0.034376238	0.0338213	0.04791612	0.019374106	-0.033400476	0.03547189	0.029370671	0.007848274	0.017519752	0.018823538	0.00056197663	0.0033477442	-0.0051994226	0.012382558	-0.035990484	-0.04109111	0.021268012	0.043109305	-0.0078436695	-0.02585806	0.020173717	0.0036668763	0.019710878	-0.04467551	0.01083115	0.037162025	0.02554239	0.041998584	0.0052919486	-0.0022632459	0.03905505
0.0053100185	-0.00023620202	0.014722734	-0.011428542	0.03935327	0.012487773	-0.027072195	-0.016241988	-0.056571055	0.007696538	-0.009595613	0.01601782	0.019742416	-0.046122547	-0.030491313	0.016132688	-0.00086910825	-0.036673915	-0.0015038135	0.0326938	-0.03453384	-0.01858016	-0.032206163	-0.03670355	-0.055318948	-0.012134982	0.037097406	0.04931924	0.012445086	0.025697034	-0.018062785	-0.037457567
0.0111483205	-0.02858437	-0.0034949344	-0.00531153	-0.02579202	-0.019906359	0.01687393	-0.023197295	-0.00034482832	0.03322505	0.05481207	0.026841665	-0.028749552	-0.01804347	0.023729084	-0.04063586	0.018979955	0.0034842384	0.0122933425	-0.0011795025	-0.02640087	-0.025597224	0.038191218	0.007010414	0.061370537	0.009999164	0.03274742	0.012668665	0.022571	0.037563253	0.0058555375	-0.06020135
-0.020251786	-0.031835005	0.042326506	0.014085059	0.022586292	-0.019405287	0.007212543	-0.030719498	-0.022313647	-0.034192678	-0.023991358	-0.009119116	-0.015900375	-0.049612988	-0.018432783	0.017266758	0.03494275	-0.040865365	-0.048749194	0.020118166	0.006146352	-0.019168738	-0.048355266	-0.029735208	0.0037941383	-0.03821962	0.0012253099	-0.020194516	0.02927861	0.03254401	-0.044601057	-0.025461417
0.025412053	-0.024579782	-0.048210572	0.019021023	-0.008230632	0.060891148	0.012551511	0.010066136	0.026314337	-0.003820001	0.029282305	-0.006438911	-0.011069306	-0.037887257	0.041693423	0.033856113	-0.01546649	-0.0028319422	-0.05302877	0.030429084	-0.010420221	-0.018484605	-0.035739306	-0.014323144	-0.0037774967	-0.020854168	-0.014480362	0.02107143	0.014050141	-0.011025131	0.027592106	0.0024727911
